reaction_id,equation,gpr,g0
LEUt2rpp_num1,h_e + leu__L_e --> h_c + leu__L_c,Cgl0258,0.0
L_LACt2rpp,h_e + lac__L_e --> h_c + lac__L_c,,0.0
LYSabcpp,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,Cgl1262,-30.61
LYSt2pp,h_e + lys__L_e --> h_c + lys__L_c,Cgl0968,0.0
LYSt3pp,h_e + lys__L_c --> h_c + lys__L_e,,0.0
MALt3pp,h_e + mal__L_c --> h_c + mal__L_e,,0.0
MALTabcpp,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,Cgl2460 and Cgl2461 and Cgl2463,-30.61
MALTptspp,malt_e + pep_c --> malt6p_c + pyr_c,Cgl1933,-39.5
MAN6Pt6_2pp,man6p_e + 2.0 pi_c --> man6p_c + 2.0 pi_e,,0.0
MANptspp,man_e + pep_c --> man6p_c + pyr_c,Cgl1360,-44.5
METabcpp,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,Cgl0635 and Cgl0636 and Cgl0637,-30.61
METt2rpp,h_e + met__L_e --> h_c + met__L_c,,0.0
MNLptspp,mnl_e + pep_c --> mnl1p_c + pyr_c,Cgl3036,-43.0
MNt2pp,h_e + mn2_e --> h_c + mn2_c,Cgl1469,0.0
NACtpp,nac_e --> nac_c,,0.0
NAtex,na1_e --> na1_c,,0.0
NMNt7pp,h2o_c + nmn_e --> h_c + ncam_c + r5p_c,,-31.0
NO3tex,no3_e --> no3_c,Cgl1190,0.0
NOtex,no_e --> no_c,,0.0
O2Stex,o2s_e --> o2s_c,,0.0
ORNabcpp,atp_c + h2o_c + orn_e --> adp_c + h_c + orn_c + pi_c,,-30.61
OROTt2_2pp,2.0 h_e + orot_e --> 2.0 h_c + orot_c,,0.0
PA120abcpp_num1,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PA140abcpp_num1,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PA141abcpp_num1,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PA160abcpp_num1,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PA161abcpp_num1,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PA180abcpp_num1,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PA181abcpp_num1,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PGP120abcpp_num1,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PGP140abcpp_num1,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PGP141abcpp_num1,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PGP160abcpp_num1,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PGP161abcpp_num1,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PGP180abcpp_num1,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PGP181abcpp_num1,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PHEMEabcpp_num1,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_e + pi_c,Cgl1221 and Cgl1222 and Cgl1223,-30.61
PHEMEtiex,pheme_c --> pheme_e,,0.0
PHEt2rpp,h_e + phe__L_e --> h_c + phe__L_c,,0.0
PNTOt4pp,na1_e + pnto__R_e --> na1_c + pnto__R_c,,0.0
PROabcpp,atp_c + h2o_c + pro__L_e --> adp_c + h_c + pi_c + pro__L_c,Cgl1419,-30.61
PROGLYabcpp,atp_c + h2o_c + progly_e --> adp_c + h_c + pi_c + progly_c,,-30.61
PROt3pp,h_e + pro__L_c --> h_c + pro__L_e,,0.0
PROt4pp,na1_e + pro__L_e --> na1_c + pro__L_c,Cgl1163,0.0
PSERtex_num1,pser__L_e --> pser__L_c,Cgl0296,0.0
PTRCORNt7pp,orn_c + ptrc_e --> orn_e + ptrc_c,,0.0
PTRCt2pp,h_e + ptrc_e --> h_c + ptrc_c,,0.0
PYDXtpp,pydx_e --> pydx_c,,0.0
PYRt2rpp,h_e + pyr_e --> h_c + pyr_c,,0.0
RIBabcpp,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c,Cgl1252 and Cgl1253 and Cgl1254,-30.61
SBTptspp,pep_c + sbt__D_e --> pyr_c + sbt6p_c,Cgl3036,-45.8
SERabcpp,atp_c + h2o_c + ser__L_e --> adp_c + h_c + pi_c + ser__L_c,,-30.61
SERt3pp,h_e + ser__L_c --> h_c + ser__L_e,,0.0
SKMt2pp,h_e + skm_e --> h_c + skm_c,,0.0
SPMDabcpp,atp_c + h2o_c + spmd_e --> adp_c + h_c + pi_c + spmd_c,Cgl0426 and Cgl0427 and Cgl0428,-30.61
SPMDt3pp,h_e + spmd_c --> h_c + spmd_e,,0.0
SUCCt2_2pp,2.0 h_e + succ_e --> 2.0 h_c + succ_c,,0.0
SUCCt2_3pp,3.0 h_e + succ_e --> 3.0 h_c + succ_c,,0.0
SUCCt3pp,h_e + succ_c --> h_c + succ_e,,0.0
SUCptspp,pep_c + sucr_e --> pyr_c + suc6p_c,Cgl3036,-49.3
THMabcpp,atp_c + h2o_c + thm_e --> adp_c + h_c + pi_c + thm_c,Cgl1078 and Cgl1079 and Cgl1080,-30.61
THMDt2pp,h_e + thymd_e --> h_c + thymd_c,,0.0
THMDt2rpp,h_e + thymd_e --> h_c + thymd_c,,0.0
THRabcpp,atp_c + h2o_c + thr__L_e --> adp_c + h_c + pi_c + thr__L_c,,-30.61
THRt2pp,h_e + thr__L_c --> h_c + thr__L_e,,0.0
TREabcpp,atp_c + h2o_c + tre_e --> adp_c + h_c + pi_c + tre_c,,-30.61
TREptsp_num1,pep_c + tre_c --> pyr_c + tre6p_c,Cgl1933,-50.7
TREptspp_num1,pep_c + tre_e --> pyr_c + tre6p_c,Cgl1933,-50.7
TRPabcpp,atp_c + h2o_c + trp__L_e --> adp_c + h_c + pi_c + trp__L_c,,-30.61
TRPt2rpp,h_e + trp__L_e --> h_c + trp__L_c,Cgl1107,0.0
TYRt2rpp,h_e + tyr__L_e --> h_c + tyr__L_c,,0.0
URAt2pp_num1,h_e + ura_e --> h_c + ura_c,Cgl0824,0.0
URAt2rpp_num1,h_e + ura_e --> h_c + ura_c,Cgl0824,0.0
UREAtpp,urea_e --> urea_c,Cgl0090 and Cgl0087 and Cgl0088 and Cgl0089,0.0
URIt2pp,h_e + uri_e --> h_c + uri_c,,0.0
URIt2rpp,h_e + uri_e --> h_c + uri_c,,0.0
VALt2rpp,h_e + val__L_e --> h_c + val__L_c,Cgl2310,0.0
XANt2pp_num1,h_e + xan_e --> h_c + xan_c,Cgl0824,0.0
XANtpp,xan_e --> xan_c,,0.0
XTSNt2rpp,h_e + xtsn_e --> h_c + xtsn_c,,0.0
XYLUt2pp,h_e + xylu__L_e --> h_c + xylu__L_c,Cgl0112,0.0
CO2tpp,co2_c --> co2_e,,0.0
FORt2pp,for_e + h_e --> for_c + h_c,,0.0
Biotinabcpp,atp_c + btn_c + h2o_c --> adp_c + btn_e + h_c + pi_c,,-30.61
Biotint3pp,btn_c + h_e --> btn_e + h_c,,0.0
Biotintpp,btn_e --> btn_c,,0.0
ALATRS_num1,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,Cgl1632 and cgtRNA_3529,-0.0
ARGTRS_num1,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,Cgl1179 and cgtRNA_3536,-0.0
ASNTRS_num1,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c,cgtRNA_3571,-0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,Cgl1635,-0.0
CYSTRS_num1,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c,Cgl2641,-0.0
FMETTRS_num1,10fthf_c + mettrna_c --> fmettrna_c + h_c + thf_c,Cgl1600,-0.0
GLNTRS,atp_c + gln__L_c + trnagln_c --> amp_c + glntrna_c + ppi_c,Cgl1259 and Cgl1246 and Cgl1247,-0.0
GLUTRS_num1,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,Cgl0236 and Cgl1293,-0.0
GLYTRS_num1,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,Cgl2278 and cgtRNA_3562,-0.0
HISTRS,atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c,,-0.0
ILETRS_num1,atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c,Cgl2148 and cgtRNA_3528,-0.0
LEUTRS_num1,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,Cgl3018 and cgtRNA_3533,-0.0
LYSTRS_num1,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,Cgl2687 and cgtRNA_3577,-0.0
METTRS_num1,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,Cgl0893 and cgtRNA_3545,-0.0
PHETRS,atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c,Cgl1389 and Cgl1390,-0.0
PROTRS_num1,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c,Cgl1994 and cgtRNA_3540,-0.0
SERTRS_num1,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c,Cgl2893 and cgtRNA_3534,-0.0
SERTRS2,atp_c + ser__L_c + trnasecys_c --> amp_c + ppi_c + sertrna_c,Cgl2893,-0.0
THRTRS_num1,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,Cgl1671 and cgtRNA_3541,-0.0
TRPTRS,atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c,Cgl0677 and cgtRNA_3546,-0.0
TYRTRS,atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c,Cgl1406 and cgtRNA_3542,-0.0
VALTRS_num1,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,Cgl2376 and cgtRNA_3563,-0.0
ANPRT,anth_c + prpp_c --> ppi_c + pran_c,Cgl3032,-65.0
ANS,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,Cgl3029 and Cgl3031,-111.0
CHORM,chor_c --> pphn_c,Cgl0853,-49.0
CHORS,3psme_c --> chor_c + pi_c,Cgl1623,-47.0
DDPA,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,Cgl0990 and Cgl2178,-74.3
DHQS,2dda7p_c --> 3dhq_c + pi_c,Cgl1621,-151.0
DHQTi,3dhq_c --> 3dhsk_c + h2o_c,Cgl0423,-5.3
IGPS,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,Cgl3033,-72.0
PHETA1_num1,glu__L_c + phpyr_c --> akg_c + phe__L_c,Cgl0218,0.4
PPND,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,Cgl0226,-11.0
PPNDH,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,Cgl2899,-64.0
PRAIi,pran_c --> 2cpr5p_c,Cgl3033,-9.8
PSCVT,pep_c + skm5p_c --> 3psme_c + pi_c,Cgl0764,-15.9
SHK3Dr_num1,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c,Cgl1132,-5.7
SHKK,atp_c + skm_c --> adp_c + h_c + skm5p_c,Cgl1622,-26.3
TRPS1,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,Cgl3034 and Cgl3035,-31.4
TRPS2,indole_c + ser__L_c --> h2o_c + trp__L_c,Cgl3034 and Cgl3035,-50.6
TRPS3,3ig3p_c --> g3p_c + indole_c,Cgl3034 and Cgl3035,19.2
TYRRRpp,atp_c + h2o_c + tyr__L_e --> adp_c + h_c + pi_c + tyr__L_c,,-30.61
TYRTA_num1,34hpp_c + glu__L_c --> akg_c + tyr__L_c,Cgl0218,-0.1
INPSHE,2cpr5p_c --> 3ig3p_c + co2_c + h2o_c,Cgl3033,-72.0
AGPSC,glyc3p_c + 0.004 hdeACP_c + 0.004 myrsACP_c + 0.01 ocdcaACP_c + 0.544 octeACP_c + 0.438 palmACP_c --> 1ag3p_SC_c + ACP_c,,-0.0
ARATH,6.6402 udpara_c + 0.71115 udpgal_c --> arabino_c + 7.3514 udp_c,,-0.0
ATPM,atp_c + h2o_c --> adp_c + h_c + pi_c,,-30.61
DNA,4.4671 atp_c + 0.75257 damp_c + 0.87632 dcmp_c + 0.87632 dgmp_c + 0.75257 dtmp_c + 1.2103 h2o_c --> 4.4671 amp_c + dna_c + 4.4671 h_c + 4.4671 ppi_c,,-0.0
FREENTCO,0.012 hdeACP_c + 0.007 myrsACP_c + 0.009 ocdcaACP_c + 0.521 octeACP_c + 0.437 palmACP_c + 0.014 tdeACP_c --> ACP_c + freemyco_c,,-0.0
IONS,0.54282 ca2_c + 0.54282 cl_c + 0.002624 cobalt2_c + 0.073913 cu2_c + 0.70023 fe2_c + 0.81422 fe3_c + 20.3556 k_c + 0.90469 mg2_c + 0.072104 mn2_c + 0.033655 ni2_c + 0.45235 so4_c + 0.035554 zn2_c --> ions_c,,-0.0
MYCOLI,3.5911 freemyco_c + 0.044346 tdcm_c + 0.071339 tmcm_c --> mycoli_c,,-0.0
PA,1ag3p_SC_c + 0.004 hdeACP_c + 0.004 myrsACP_c + 0.01 ocdcaACP_c + 0.544 octeACP_c + 0.438 palmACP_c --> ACP_c + pa_c,,0.0
PEPTH,0.89721 alaala_c + 2.2426 atp_c + 0.48358 glc__D_c + 0.48358 gly_c + 2.2426 h2o_c + 0.48358 uacgam_c + 0.48358 uamr_c + 0.48358 ugmd_c --> 2.2426 adp_c + 0.49233 ala__L_c + 2.2426 h_c + peptid_c + 2.2426 pi_c + 0.48358 udp_c + 0.48358 ump_c,,0.0
PPTHTH,1.0585 apg_c + 0.0065396 clpn_c + 0.03083 pa_c + 0.060725 pim_c + 0.039238 pit_c --> phosph_c,,0.0
RNA,1.9309 atp_c + 0.6972 ctp_c + 1.0161 gtp_c + 0.7062 utp_c --> 1.243 adp_c + 1.8644 h2o_c + 1.243 h_c + 3.1074 ppi_c + rna_c,,0.0
PROTEIN,0.64783 ala__L_c + 0.18342 arg__L_c + 0.18813 asn__L_c + 0.18956 asp__L_c + 40.066 atp_c + 0.04283 cys__L_c + 0.33197 gln__L_c + 0.53716 glu__L_c + 0.43663 gly_c + 30.76 h2o_c + 0.06523 his__L_c + 0.1835 ile__L_c + 0.3417 leu__L_c + 0.18032 lys__L_c + 0.0735 met__L_c + 0.12461 phe__L_c + 0.15479 pro__L_c + 0.2385 ser__L_c + 0.26528 thr__L_c + 0.02677 trp__L_c + 0.07545 tyr__L_c + 0.26578 val__L_c --> 40.066 adp_c + 40.066 h_c + 40.066 pi_c + protein_c,,0.0
SOL_POOL,0.12386 accoa_c + 0.099086 amet_c + 0.000887 btn_c + 0.099086 chor_c + 0.074314 coa_c + 0.013872 malcoa_c + 0.79269 nad_c + 0.019817 nadh_c + 0.049543 nadp_c + 0.14863 nadph_c + 0.099086 pydx5p_c + 0.043598 succoa_c + 0.024558 udcpdp_c --> soluble_pool_c,,0.0
ACHBS,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,Cgl1271 and Cgl1272,-17.0
ACLS,h_c + 2.0 pyr_c --> alac__S_c + co2_c,Cgl1271 and Cgl1272,-25.0
DHAD1,23dhmb_c --> 3mob_c + h2o_c,Cgl1268,-36.9
DHAD2,23dhmp_c --> 3mop_c + h2o_c,Cgl1268,-36.9
ILETA,3mop_c + glu__L_c --> akg_c + ile__L_c,Cgl2204,6.2
IPMD,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,Cgl1286,14.5
IPPMIa,3c2hmp_c --> 2ippm_c + h2o_c,Cgl1315 and Cgl1316,-3.7
IPPMIb,2ippm_c + h2o_c --> 3c3hmp_c,Cgl1315 and Cgl1316,-0.4
IPPS,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,Cgl0248,-27.0
KARA1,23dhmb_c + nadp_c --> alac__S_c + h_c + nadph_c,Cgl1273,14.8
KARA2,2ahbut_c + h_c + nadph_c --> 23dhmp_c + nadp_c,Cgl1273,-14.8
OMCDC,3c4mop_c + h_c --> 4mop_c + co2_c,,-13.0
THRD_L_num1,thr__L_c --> 2obut_c + nh4_c,Cgl0978,-24.0
VALTA,3mob_c + glu__L_c --> akg_c + val__L_c,Cgl2204,-1.4
LEUTAi,4mop_c + glu__L_c --> akg_c + leu__L_c,Cgl2204,-0.0
ALAR_reverse,ala__D_c --> ala__L_c,Cgl0588,0.0
ALATA_L_reverse,akg_c + ala__L_c --> glu__L_c + pyr_c,Cgl2844,-0.2
ASPTA_reverse,glu__L_c + oaa_c --> akg_c + asp__L_c,Cgl0240,-2.8
2METS_reverse,coa_c + hcat_c --> h2o_c + oaa_c + ppcoa_c,Cgl0659,-2.8
ACHMSC_reverse,ac_c + cyst__L_c + h_c --> achms_c + cys__L_c,,74.0
ALCD19_reverse_num1,glyc_c + nad_c --> glyald_c + h_c + nadh_c,Cgl0331,35.0
AMANAPEr_reverse,acgam6p_c --> acmanap_c,Cgl2648,2.2
APG_reverse,apg_c + cmp_c --> cdpdag_c + glyc3p_c,,2.2
ARAI_reverse_num1,rbl__L_c --> arab__L_c,Cgl1023,-4.9
CBMKr_reverse,adp_c + cbp_c + 2.0 h_c --> atp_c + co2_c + nh4_c,,-18.0
DHACOAH_reverse,3hadpcoa_c --> 23dhacoa_c + h2o_c,Cgl0919,-0.4
G3PD2_reverse,dhap_c + h_c + nadph_c --> glyc3p_c + nadp_c,Cgl1320,-21.8
GLCATr_reverse,acglc__D_c + coa_c --> accoa_c + glc__D_c,Cgl0143,1.7
GUI1_reverse,fruur_c --> glcur_c,Cgl2484,-0.6
HCO3E_reverse,h_c + hco3_c --> co2_c + h2o_c,Cgl2670,9.5
HPYRI_reverse_num1,2h3oppan_c --> hpyr_c,Cgl2109,-1.6
MALGT_reverse,tre_c --> malt_c,Cgl2303,-0.4
MALTATr_reverse,acmalt_c + coa_c --> accoa_c + malt_c,Cgl0143,3.0
MAN1PG_reverse,gdpmann_c + ppi_c --> gtp_c + man1p_c,Cgl0742,8.9
MAN6PI_reverse,f6p_c --> man6p_c,Cgl0748,1.4
MCITL2_reverse_num1,pyr_c + succ_c --> micit_c,Cgl0695,-0.0
MM_COA_ADD5_reverse,adp_c + h_c + mmcoa__S_c + pi_c --> atp_c + hco3_c + ppcoa_c,Cgl0707,6.0
PGMT_reverse,g6p_c --> g1p_c,Cgl2541,7.4
PMANM_reverse_num1,man6p_c --> man1p_c,Cgl0687,4.4
UDPG4E_reverse,udpgal_c --> udpg_c,Cgl1921,-1.3
XYLI1_reverse,xylu__D_c --> xyl__D_c,Cgl0172,-3.7
MCITD_reverse_num1,2mcacn_c + h2o_c --> 2mcit_c,Cgl0657,2.9
ACOTA_reverse,acg5sa_c + glu__L_c --> acorn_c + akg_c,Cgl1397,3.6
AGPR_reverse,acg5p_c + h_c + nadph_c --> acg5sa_c + nadp_c + pi_c,Cgl1394,-4.6
ARGSL_reverse,arg__L_c + fum_c --> argsuc_c,Cgl1401,9.0
GLUNATF_reverse,acglu_c + orn_c --> acorn_c + glu__L_c,Cgl1395,-2.7
OCBT_reverse,citr__L_c + h_c + pi_c --> cbp_c + orn_c,Cgl1398,31.6
BAMPN_reverse,amp_c + bccp_c + h_c --> apo_c + btamp_c,,31.6
3OAR100_reverse,3hdecACP_c + nadp_c --> 3odecACP_c + h_c + nadph_c,Cgl0286 and Cgl0744,0.0
3OAR120_reverse,3hddecACP_c + nadp_c --> 3oddecACP_c + h_c + nadph_c,Cgl0286 and Cgl0744,0.0
3OAR140_reverse,3hmrsACP_c + nadp_c --> 3omrsACP_c + h_c + nadph_c,Cgl0286 and Cgl0744,0.0
3OAR160_reverse,3hpalmACP_c + nadp_c --> 3opalmACP_c + h_c + nadph_c,Cgl0286 and Cgl0744,0.0
3OAR180_reverse,3hoctaACP_c + nadp_c --> 3ooctdACP_c + h_c + nadph_c,Cgl0286 and Cgl0744,0.0
3OAR40_reverse,3haACP_c + nadp_c --> actACP_c + h_c + nadph_c,Cgl0286 and Cgl0744,0.0
3OAR60_reverse,3hhexACP_c + nadp_c --> 3ohexACP_c + h_c + nadph_c,Cgl0286 and Cgl0744,0.0
3OAR80_reverse,3hoctACP_c + nadp_c --> 3ooctACP_c + h_c + nadph_c,Cgl0286 and Cgl0744,0.0
ALAALAr_reverse,adp_c + alaala_c + h_c + pi_c --> 2.0 ala__D_c + atp_c,Cgl1321,29.0
CDPDAG_reverse,cdpdag_c + ppi_c --> ctp_c + pa_c,,29.0
GLUR_reverse,glu__L_c --> glu__D_c,Cgl2509,0.5
PGAMT_reverse,gam6p_c --> gam1p_c,Cgl0583,3.4
T2DECAI_reverse,cdec3eACP_c --> tdec2eACP_c,,0.0
G1PTT_reverse,dtdpglu_c + ppi_c --> dttp_c + g1p_c + h_c,Cgl0332,-1.8
GALUi_reverse_num1,ppi_c + udpg_c --> g1p_c + h_c + utp_c,Cgl0367,3.2
PAPPT3_reverse,uagmda_c + ump_c --> udcpp_c + ugmda_c,Cgl2161,1.7
ACONTa_reverse,acon_C_c + h2o_c --> cit_c,Cgl1540,-9.2
ACONTb_reverse,icit_c --> acon_C_c + h2o_c,Cgl1540,1.4
FUM_reverse,mal__L_c --> fum_c + h2o_c,Cgl1010,3.43
MDH_reverse,h_c + nadh_c + oaa_c --> mal__L_c + nad_c,Cgl2380,-25.38
PYRC_reverse,adp_c + h_c + oaa_c + pi_c --> atp_c + hco3_c + pyr_c,Cgl0689,7.8
AMAOTr_reverse,amob_c + dann_c --> 8aonn_c + amet_c,Cgl2604,1.7748502727426398
DHFR_reverse,nadp_c + thf_c --> dhf_c + h_c + nadph_c,Cgl0843,18.1
DHPTPE_reverse,dhmptp_c --> ahdt_c,Cgl2693,17.0
G1SAT_reverse,5aop_c --> glu1sa_c,Cgl0437,9.5
GTHOr_reverse,2.0 gthrd_c + nadp_c --> gthox_c + h_c + nadph_c,Cgl2003,12.2
ICHORS_reverse,ichor_c --> chor_c,Cgl1292,-1.0
IPDDI_reverse,dmpp_c --> ipdp_c,Cgl2305,4.8
OHPBAT_reverse,akg_c + phthr_c --> glu__L_c + ohpb_c,Cgl0828,-10.0
PY5PSH_reverse,glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c --> g3p_c + gln__L_c + r5p_c,Cgl0788 and Cgl0789,308.0
TRATF_reverse_num1,2saa_c + glu__L_c --> akg_c + tau_c,Cgl2441,308.0
NAMNPP_reverse,adp_c + nicrnt_c + pi_c + ppi_c --> atp_c + h2o_c + nac_c + prpp_c,Cgl2517,39.2
RBFK_reverse,adp_c + fmn_c + h_c --> atp_c + ribflv_c,Cgl1978,16.5
SERAT_reverse,acser_c + coa_c --> accoa_c + ser__L_c,Cgl2563,6.0
ACBCP_reverse,bccp_c + malcoa_c --> accoa_c + cbccp_c,,6.0
MTHFC_reverse,10fthf_c + h_c --> h2o_c + methf_c,Cgl0648,5.0
MTHFD_reverse,methf_c + nadph_c --> mlthf_c + nadp_c,Cgl0648,-5.5
GHMT2r_reverse,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c,Cgl0996,10.1
ENO_reverse,h2o_c + pep_c --> 2pg_c,Cgl0974,3.89
FBA_reverse,dhap_c + g3p_c --> fdp_c,Cgl2770,-23.7
GAPD_reverse_num1,13dpg_c + h_c + nadh_c --> g3p_c + nad_c + pi_c,Cgl0937,-0.1
PGI_reverse,f6p_c --> g6p_c,Cgl0851,-2.5
PGK_reverse,3pg_c + atp_c --> 13dpg_c + adp_c,Cgl1587,19.5
PGM_reverse_num1,2pg_c --> 3pg_c,Cgl1058,-4.3
TPI_reverse,g3p_c --> dhap_c,Cgl1586,-5.7
PRMICI_reverse,prlp_c --> prfp_c,Cgl2096,9.8
PRPPS_reverse,amp_c + h_c + prpp_c --> atp_c + r5p_c,Cgl0942,1.4
CAt6pp_reverse_num1,ca2_e + na1_c --> ca2_c + na1_e,Cgl0267,0.0
MG2t3_2pp_reverse_num1,2.0 h_e + mg2_c --> 2.0 h_c + mg2_e,Cgl1125,0.0
NH4tpp_reverse_num1,nh4_c --> nh4_e,Cgl2061,0.0
NO2t2rpp_reverse,h_c + no2_c --> h_e + no2_e,,0.0
O2tpp_reverse,o2_c --> o2_e,,0.0
PIt2rpp_reverse,h_c + pi_c --> h_e + pi_e,Cgl0460,0.0
D5GIS_reverse,d52dg_c --> d5dg_c,Cgl0161,0.0
MI2DH_reverse_num1,2ins_c + h_c + nadh_c --> inost_c + nad_c,Cgl0164,6.7
MI2DHT_reverse,h2o_c + thcd_c --> 2ins_c,Cgl0163,6.7
UAGAAT_reverse_num1,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c,Cgl1392,-0.0
ACACT1r_reverse,aacoa_c + coa_c --> 2.0 accoa_c,Cgl2392,-25.2
ACOAD1f_reverse,b2coa_c + fadh2_c --> btcoa_c + fad_c,Cgl0288,-36.0
ACOAD2f_reverse,fadh2_c + hx2coa_c --> fad_c + hxcoa_c,Cgl0288,-0.0
ACOAD3f_reverse,fadh2_c + oc2coa_c --> fad_c + occoa_c,Cgl0288,-41.4
ACOAD4f_reverse,dc2coa_c + fadh2_c --> dcacoa_c + fad_c,Cgl0288,-0.0
ACOAD5f_reverse,dd2coa_c + fadh2_c --> ddcacoa_c + fad_c,Cgl0288,-41.4
ACOAD6f_reverse,fadh2_c + td2coa_c --> fad_c + tdcoa_c,Cgl0288,-41.4
ACOAD7f_reverse,fadh2_c + hdd2coa_c --> fad_c + pmtcoa_c,Cgl0288,-44.9
ACOAD8f_reverse,fadh2_c + od2coa_c --> fad_c + stcoa_c,Cgl0288,-41.4
ACOATA_reverse_num1,acACP_c + coa_c --> ACP_c + accoa_c,Cgl1392,0.0
MCOATA_reverse_num1,coa_c + malACP_c --> ACP_c + malcoa_c,Cgl1392,0.0
TDCM_FREE_reverse,adp_c + tdcm_c --> atp_c + tmcm_c + tre_c,,0.0
ADK1_reverse,2.0 adp_c --> amp_c + atp_c,Cgl0556,-0.52
ADK2_reverse,adp_c + dadp_c --> atp_c + damp_c,Cgl0556,-3.4
ADK3_reverse,adp_c + gdp_c --> amp_c + gtp_c,Cgl0315,-2.7
ADK4_reverse,adp_c + idp_c --> amp_c + itp_c,Cgl0315,0.7
CYTK1_reverse,adp_c + cdp_c --> atp_c + cmp_c,Cgl1427,-2.0
CYTK2_reverse,adp_c + dcdp_c --> atp_c + dcmp_c,Cgl1427,-2.0
DGK1_reverse,adp_c + dgdp_c --> atp_c + dgmp_c,Cgl1606,-5.3
