geneid,cond1,cond2,cond3,cond4,cond5,cond6
Cgl2145,0.24,1.04,0.85,3.75,2.83,0.82
Cgl2146,1.01,0.18,1.28,1.66,0.54,1.51
Cgl2147,0,0,0.6,2.17,1.03,0.16
Cgl2148,134.88,116.26,150.94,102.66,126.45,59.89
Cgl2149,4.65,0,6.72,11.69,10.72,0.46
Cgl2150,228.35,116.32,275.09,701.45,774.22,238.24
Cgl2151,24.04,12.4,15.97,204.52,137.02,38.18
Cgl2152,133.56,83.28,120.63,254.96,194.57,162.86
Cgl2153,25.42,8.87,21.92,80.86,75.7,27.19
Cgl2154,12.09,6.27,8.44,65.97,65.93,17.29
Cgl2155,100.53,83.47,90.8,202.08,211.25,91.39
Cgl2156,46.58,34.18,48.39,44.11,43.19,48.25
Cgl2157,62.44,37.46,58.66,147.25,159.06,76.08
Cgl2158,72.74,55.94,80.52,152.75,158.94,76.77
Cgl2159,42.88,38.36,50.19,105.89,73.04,68.84
Cgl2160,44.78,39.15,45.5,83.41,84.83,55.6
Cgl2161,41.81,31.8,50.46,91.83,86.61,58.55
Cgl2162,42.98,30.29,35.48,61.98,63.77,48.71
Cgl2163,15.87,6.84,13.63,52.19,46.82,20.49
Cgl2164,37.59,34.06,41.94,116.07,98.24,72.93
Cgl2165,117.15,87.52,150.29,542.78,483.53,357.01
Cgl2166,15.06,5.81,14.33,104.98,91.19,49.45
Cgl2167,347.47,177.8,327.02,806.49,618.52,588.48
Cgl2168,242.32,149.77,224.98,1504.33,1147.06,650.56
Cgl2169,10.04,1.26,3.89,112.13,86.27,25.58
Cgl2170,10.83,5.07,4.57,39.88,46.75,16.99
Cgl2171,6.23,6.01,6,13.17,15.19,3.6
Cgl2172,13.69,9.41,13.2,45.61,47.41,27.03
Cgl2173,16.37,18.8,16.71,32.46,33.41,29.61
Cgl2174,24.09,7.2,4.45,183.78,220.41,43.93
Cgl2175,19.97,11.33,21.76,49.79,45.74,24.69
Cgl2176,6.41,5.33,11.13,17.88,17.2,16.12
Cgl2177,0.93,0.55,1.26,4.08,2.96,1.77
Cgl2178,74.49,70.86,78,561.38,711.42,308.46
Cgl2179,2.81,1.41,1.45,15.59,12.47,5.97
Cgl2180,25.05,30.61,40.58,74.05,81.93,48.19
Cgl2181,13.05,4.92,13.68,35.51,37.63,13.83
Cgl2182,2.26,2.98,0,1.24,0.5,2.24
Cgl2183,17.54,13.53,22.74,15.27,11.95,6.11
Cgl2184,33.95,14.52,34.65,51.3,40.5,14.22
Cgl2185,8.8,4.41,10.03,17.99,25.92,15.98
Cgl2186,12.44,5.77,16.21,46.44,58.94,22.71
Cgl2187,19.98,17.18,28.91,24.71,26.92,17.77
Cgl2188,94.73,59.83,82.05,158.54,153.37,58.61
Cgl2189,2493.26,2688.25,2860.87,1608.76,1573.64,1150.31
Cgl2190,1903.79,1294.51,1878.17,1197.96,1202.47,757.07
Cgl2191,366.66,200.08,325.78,659.21,681.97,305.93
Cgl2192,628.82,354.08,567.33,1198.15,1280.73,772.62
Cgl2194,2868.89,1761.48,2715.81,749.53,830.27,732.57
Cgl2195,867.5,682.43,979.7,506.94,608.53,270.33
Cgl2196,79.65,61.03,91.07,97.97,91.94,47.11
Cgl2197,241.46,129.96,202.08,1376.51,986.51,496.52
Cgl2198,37.06,22.08,37.3,55.98,60.45,21.72
Cgl2199,6.98,2.72,4.91,10.18,11.18,4.04
Cgl2200,69.4,43.62,67.29,127.06,138.76,67.54
Cgl2201,13.23,14.89,18.12,37.36,44.56,22.71
Cgl2203,111.73,41.49,117.8,20.75,24.53,7.68
Cgl2204,488.34,281.05,395.23,1052.65,881.42,423.27
Cgl2205,82.42,51.9,84.22,97.84,96.68,36.96
Cgl2206,41.15,12.18,23.23,100.38,111.51,29.3
Cgl2207,618.56,502.42,646.45,685.87,596.84,394.58
Cgl2208,45.8,23.63,46.96,26.81,23.89,14.28
Cgl2209,160.1,134.95,177.27,191.96,232.78,110.81
Cgl2210,178.7,141.44,212.85,880.82,845.23,535.34
Cgl2211,122.33,81.93,111.62,323.73,515.89,129.84
Cgl2212,2.53,0.3,3.81,2.86,2.85,2.01
Cgl2213,24.06,18.84,22.9,14.09,9.33,10.43
Cgl2214,2248.52,1355.66,2410.33,7645.59,6218.07,3032.67
Cgl2215,16.97,6.38,25.18,57,28.49,10.81
Cgl2216,27.36,13.77,19.22,56.23,62.22,26.85
Cgl2217,27.31,7.32,24.32,116.74,98.37,69.13
Cgl2218,5.83,3.54,6.48,32.95,33.38,10.1
Cgl2219,4.11,0.9,3.72,13.5,16.65,1.53
Cgl2220,58.45,37.8,59.03,592.54,783.49,265.04
Cgl2221,8.37,1.63,9.24,31.01,21.44,7.83
Cgl2222,51.79,43.38,61.62,63.16,39.82,42.51
Cgl2223,8.64,4.33,4.09,6.75,2.19,5.5
Cgl2224,0,0.47,1.44,0.58,1.41,0
Cgl2225,21.32,20.67,17.23,35.58,42.54,37.24
Cgl2226,171.63,101.7,160.72,554.66,620.7,265.89
Cgl2227,37.4,16.82,31.23,154.48,236.34,61.34
Cgl2228,117.87,86.18,123.04,15.15,11.4,12.38
Cgl2229,76.55,39.83,85.32,26.99,25.18,11.28
Cgl2230,2.02,0.48,2.33,0.5,0.73,0
Cgl2231,87.5,42.94,86.11,258.09,366.17,105.27
Cgl2232,115.75,39.04,78.4,836.01,578.32,196.8
Cgl2233,20.9,14.06,18.74,9.97,10.94,7.78
Cgl2234,35.68,16.85,31.31,85.52,78.77,30.62
Cgl2236,81.54,63.43,87.09,182.96,208.5,102.38
Cgl2237,71.57,39.45,70.26,365.13,424.42,169.68
Cgl2238,11.58,8.13,13.2,46.76,60.6,27.18
Cgl2239,22.01,9.52,27.16,131.35,126.31,43.92
Cgl2240,155.3,83.07,194.23,746.09,797.75,295.2
Cgl2241,134.16,76.12,116.76,176.13,218.9,93.63
Cgl2244,17.64,3.28,6.76,113.68,69.44,18.8
Cgl2246,112.21,92.62,155.42,447.45,589.47,462.85
Cgl2248,1404.83,1133.83,1434.59,3546.94,3151.81,1882.34
Cgl2249,80.49,70.59,76.41,185.44,338.29,119.61
Cgl2250,99.44,114.27,112.72,187.45,305.97,205.39
Cgl2251,64.4,47.85,62.98,239.96,311.55,168.44
Cgl2253,31.06,13.94,43.7,118.85,142.5,49.73
Cgl2252,340,261.51,337.98,625.62,987.05,320.67
Cgl2254,41.03,24.86,46.23,204.66,240.15,102.24
Cgl2255,6.93,3.65,2.5,45.83,36.24,12.35
Cgl2256,79.45,46.38,72.2,1028.61,1249.17,322.63
Cgl2257,56.48,26.23,61.49,326.4,373.68,224.18
Cgl2258,556.43,320.2,524.84,251.76,196.6,196.36
Cgl2259,6.79,7.94,8.4,5.77,7.69,4.61
Cgl2260,0.44,0,1.2,14.07,15.74,4.4
Cgl2261,0,0.32,0,4.34,8.17,1.07
Cgl2262,0.37,0.98,0.34,5.3,10.42,1.11
Cgl2263,0,0,0,0.78,0.84,0
Cgl2264,0,0,0.53,6.13,6.02,1.46
Cgl2265,1.84,1.04,1.9,10.7,13.68,5.53
Cgl2266,111.31,67.12,119.93,243.76,211.88,120.47
Cgl2267,50.29,23.52,50.72,133.34,120.77,47.33
Cgl2268,25.38,24.51,29.11,60.71,60.3,33.47
Cgl2269,11.11,5.77,15.61,68.38,101.43,19.77
Cgl2270,3.31,5.81,5.98,40.74,47.72,19.68
Cgl2271,214.23,186.36,213.63,623.65,770.75,351.63
Cgl2273,11.82,5.74,13.85,23.23,31.87,14
Cgl2274,35.8,23.4,31.42,65.55,67.39,90.68
Cgl2275,72.75,48.24,78.23,308.57,302.67,137.36
Cgl2276,7.91,3.65,11.29,20.27,22.16,8.66
Cgl2277,59.54,28.7,53.77,63.19,71.47,43.97
Cgl2278,173.11,107.1,155.41,214.58,232.33,130.51
Cgl2279,56.94,26.89,52.42,2501.42,2528.19,872.15
Cgl2280,35.08,11.91,35.26,872.53,1063.3,279.39
Cgl2281,3.8,2.53,2.6,17.48,12.67,20.97
Cgl2282,17.26,4.82,10.62,30.48,41.37,11.08
Cgl2283,8.35,4.88,8.8,43.96,44.04,17.64
Cgl2284,9.22,10.78,10.35,87.98,100.46,47.74
Cgl2285,66.34,33.27,39.88,391.17,426.91,136.6
Cgl2286,24.32,24.3,26.14,62.95,84.57,42.93
Cgl2287,38.6,26.3,37.35,128.87,180.91,74.77
Cgl2288,18.57,16.65,19.01,121.16,158.83,54.48
Cgl2289,32.26,13.53,21.79,50.15,59.83,29.74
Cgl2290,57.79,39.64,65.48,112.12,112.15,59.79
Cgl2291,62.15,34.2,67.22,169.02,167.18,60.88
Cgl2292,17.64,5.94,16.25,32.24,31.29,10.77
Cgl2293,57.57,23.68,33.71,98.11,128.85,50.34
Cgl2294,61.91,43.8,54.29,51.67,63.52,32
Cgl2295,191.38,214.26,224.99,115.73,122.53,151.46
Cgl2296,90.27,61.38,85.5,149.61,146.25,94.39
Cgl2297,559.65,463.04,572.4,3012.51,3671.15,2048.81
Cgl2298,26.2,18.09,24.84,135.93,156.89,82.72
Cgl2299,8.67,10.13,10.44,5.53,10.25,5.72
Cgl2300,25.58,15.53,16,26.36,15.7,14.62
Cgl2301,68.99,34.29,69.26,147.42,121.64,70.33
Cgl2302,5.17,2.87,4.2,18.65,18.87,6.57
Cgl2303,37.68,18.88,38.6,130.02,140.76,52.4
Cgl2304,48.87,22.74,50.54,134.7,118.75,57.55
Cgl2305,114.34,58.29,100.69,61.34,43.25,106.37
Cgl2306,0.12,0.1,0.1,0.76,0.31,0.34
Cgl2307,0.72,0.32,0,6.68,7.17,5.34
Cgl2308,12.49,5.13,12.69,143.77,158.98,37.3
Cgl2309,101.19,68.1,100.53,250.05,239.09,93.14
Cgl2310,205.74,164.41,215.4,111.61,77.19,104.9
Cgl2311,43.39,20.21,50.63,104.54,96.56,45.15
Cgl2312,88.17,62.83,104.22,157.26,148.3,115.4
Cgl2313,0.39,0.34,1.42,0.86,1.39,0.97
Cgl2314,2.63,1.73,1.58,12.21,9.9,7.27
Cgl2315,2.58,1,1.03,60.43,47.8,37.03
Cgl2316,3.99,2,3.09,39.3,35.54,7.21
Cgl2317,0.79,4.15,0,6.91,6.3,4.69
Cgl2318,0.45,0.4,1.36,6.6,4.15,3.74
Cgl2319,2.19,6.4,3.96,41.11,56.64,13.38
Cgl2320,9.56,6.85,12.9,27.32,25.44,12.61
Cgl2321,14.71,14.01,16.14,30.11,25.16,36.02
Cgl2322,8.09,5.16,9.08,20.77,16.41,8.74
Cgl2323,6.79,2.61,6,16.47,17.5,6.73
Cgl2324,12.91,6.15,11.66,102.27,88.83,27.41
Cgl2325,36.64,27.8,42.03,268.04,324.63,106.56
Cgl2326,36.2,28.18,42.67,56.35,53.5,31.18
Cgl2327,1.46,0.73,1.7,1.37,2.59,1.55
Cgl2328,328.32,209.56,332.69,433.21,347.92,209.25
Cgl2329,10.46,9.33,11.6,39.62,38.4,22.49
Cgl2331,5.8,3.58,5.95,55.63,75.01,25.55
Cgl2332,68.96,24.63,55.86,67.04,74.86,30.28
Cgl2333,7.37,1.89,6.38,15.79,14.57,5.02
Cgl2334,10.11,9.25,13.51,42,47.56,25.74
Cgl2335,31.4,25.21,42.35,74.68,73.31,42.21
Cgl2336,8.04,6.27,6.34,146.02,303.44,79.71
Cgl2337,31.05,7.39,21.39,70.49,68.37,75.34
Cgl2338,0,0.14,0.42,1.44,0.34,0.69
Cgl2339,0,0,0.7,0,0,0.19
Cgl2340,0,0,0,0,0.27,0
Cgl2341,47.06,34.41,45.79,276.86,279.06,124.52
Cgl2342,30.62,7.88,21.64,189.22,210.41,53.9
Cgl2343,267.71,136,243.87,467.74,450.14,225.08
Cgl2344,28.49,18.87,13.96,43.58,44.08,35.88
Cgl2345,9.12,2.67,11.9,74.79,54.36,18.82
Cgl2346,8.59,2.69,6.46,28.84,30.01,12.05
Cgl2347,0.98,0.43,1.44,2.68,1.19,1.33
Cgl2348,0.31,0,0,2.21,3.18,1.54
Cgl2349,18.76,6.28,18.28,40.08,49.36,15.04
Cgl2350,15.76,4.02,12.16,53.09,77.47,20.57
Cgl2351,20.2,18.09,6.99,80.57,88.4,50.02
Cgl2352,9.3,7.07,7.28,23.05,30.51,23.03
Cgl2353,7.15,6.62,13.63,79.22,88.37,38.84
Cgl2354,72.75,45.52,72.65,167.32,179.49,56.46
Cgl2355,78.35,58.57,94.89,143.11,202.91,81.59
Cgl2356,25.69,17.06,30.33,139.33,190.85,60.08
Cgl2357,53.96,32.26,54.48,104.03,107.09,44.68
Cgl2358,24.07,13.17,20.44,83.68,103.12,45.6
Cgl2359,56.8,37.75,43.28,113.29,113.32,67.26
Cgl2360,8.16,3.72,8.25,43.54,33.28,16.65
Cgl2362,99.93,60.21,62.01,493.76,574.61,169.65
Cgl2363,116.48,51.95,73.94,360.6,396.32,115.39
Cgl2364,47.1,32.51,57.36,93.01,111.21,42.05
Cgl2365,1.66,3.39,3.99,11.47,6.73,3.14
Cgl2366,10.44,11.3,16.67,83.18,52.79,31.39
Cgl2367,0.31,0.27,0.28,0.59,0.83,0.69
Cgl2368,1.31,0.38,1.19,0,0.78,0.87
Cgl2369,0.9,6.31,4.87,16.22,15.75,5.57
Cgl2370,41.63,19.12,16.56,336.21,539.17,58.66
Cgl2371,3.17,0.56,4.01,33.99,37.13,8.49
Cgl2372,15.94,6.21,14.4,158.14,117.78,44.74
Cgl2373,4.35,4.58,3.93,13.09,11.19,2.59
Cgl2374,106.14,129.99,104.93,107.43,106.84,94.96
Cgl2375,156.5,121.08,139.77,149.7,154.59,89.23
Cgl2376,249.04,183.9,251.44,301.61,333.2,141.58
Cgl2377,2.84,0.68,2.56,3.53,4.98,1.73
Cgl2378,44.51,24.43,39.07,131.55,162.17,61.57
Cgl2379,240.39,146.12,256.53,161.53,207.63,74.46
Cgl2380,1049.33,680.31,1139.48,1886.02,2288.09,951.28
Cgl2381,11.49,6.41,8.73,8.85,11.46,2.46
Cgl2382,3.05,2.34,2.76,19.81,29.09,9.07
Cgl2383,0,0.16,0,1.18,0.4,0.89
Cgl2384,4.58,4.38,3.76,4.33,4.34,4.54
Cgl2385,28.71,23.44,40.05,33.13,32.05,23.47
Cgl2386,10.92,16.08,12.42,51.08,53.14,31.14
Cgl2387,103.51,70.14,118.18,281.97,278.66,160.89
Cgl2388,24.87,19.52,20.44,43.76,45.19,28.63
Cgl2389,9.29,7.86,6.94,55.67,54.81,33.79
Cgl2390,1.92,1.2,2.97,30.38,31.31,15.86
Cgl2391,11.67,3.95,7.9,72.93,60.67,35.07
Cgl2392,20.42,11.79,11.39,94.47,76.47,39.14
Cgl2393,41.22,32.84,34.31,196.92,137.24,91.94
Cgl2394,14.31,8.14,11.85,28.65,28,13.88
Cgl2395,16.56,7.75,9.47,66.69,87.61,54.13
Cgl2396,17.91,8.02,13.81,65.46,90.63,45.82
Cgl2397,8.28,4.36,8.97,86.72,110.12,33.63
Cgl2398,5,3.35,6.9,102.35,112.58,43.38
Cgl2399,0.7,0.92,0.48,1.73,1.24,1.22
Cgl2400,6.93,3.04,9.39,24.24,30.71,18.19
Cgl2401,7.81,7.16,6.39,34.24,41.69,15.38
Cgl2402,19.94,8.12,29.16,371.03,370.57,126.51
Cgl2404,0,0,0,0.67,0.24,1.01
Cgl2405,0,0,0.74,1.8,0,1.22
Cgl2406,0.13,0.35,0.36,1.3,2.52,1.51
Cgl2407,1.72,0.21,0.66,0.67,1.3,0.85
Cgl2408,6.67,3.39,8.35,25.85,21.84,12.24
Cgl2409,1.82,1.6,1.92,3.9,5.12,2.11
Cgl2410,0.82,0.29,1.03,1.97,1.67,0.97
Cgl2411,232.26,107.41,245.27,1024.85,663.65,462.58
Cgl2412,77.84,29.47,52.03,368.91,314.38,146.4
Cgl2414,114.21,61.66,119.36,200.51,234.78,61.5
Cgl2415,0.41,0,0,4.7,5.08,1.62
Cgl2416,0.59,0.17,1.07,2.92,2.9,2.84
Cgl2417,0,0.78,0,0,0.79,0.22
Cgl2418,2.42,1.42,2.92,10.6,7.88,0.8
Cgl2422,19.73,11.26,24.65,133.16,100.88,61.23
Cgl2423,38.24,13.57,29.88,264.74,252.42,58.32
Cgl2424,0,0.26,0,0.96,0.52,0.29
Cgl2425,273.56,137.47,280.73,519.44,512.3,185.12
Cgl2426,365.58,237.42,356.81,507.99,387.87,280.02
Cgl2427,6.56,2.3,7.79,47.47,36.59,17.74
Cgl2428,3.12,1.64,6.77,10.36,14.13,5.47
Cgl2429,1.22,0.53,2.47,2.83,7.29,2.56
Cgl2430,2.56,4.49,8.1,39.92,40.89,12.69
Cgl2433,2.36,3.1,3.19,5.8,6.06,1.98
Cgl2434,11.07,11.3,13.12,4.37,3.94,3.6
Cgl2435,614.16,441.8,678.65,439.44,353.68,219.4
Cgl2436,842.33,639.65,872.42,226.28,119.47,156.72
Cgl2437,578.57,526,615.24,264.72,134.58,167.45
Cgl2438,636.11,601.88,746.34,292.79,154.62,203.69
Cgl2439,409.73,289.25,442.23,314.7,181.03,165.96
Cgl2440,87.48,54.12,80.34,131.34,122.68,69.75
Cgl2441,94.48,88.08,123.04,64,82.33,53.72
Cgl2442,9.83,4.6,5.56,24.43,17.08,27.27
Cgl2443,91.25,74.31,87.81,100.21,84.04,67.12
Cgl2444,171.88,113.56,217.32,350.17,326.15,232.13
Cgl2445,122.59,78.59,115.93,402.11,311.12,140.5
Cgl2446,26.31,16,30.58,120.65,137.59,34.84
Cgl2447,2.85,0.91,2.81,12.75,12.41,6.93
Cgl2448,24.69,5.41,13.47,88.57,77.3,42.54
Cgl2449,17.47,14.85,14.31,84.77,100.04,43.71
Cgl2450,37.18,23.53,34.16,31.11,41.71,28.34
Cgl2451,11.75,7.63,3.93,43.78,60.01,23.07
Cgl2452,2.04,0.89,2.53,0.98,1.58,0.76
Cgl2454,214.28,138.11,237.89,683.61,761.91,318.04
Cgl2455,8.24,7.52,5.95,9.01,6.28,4.73
Cgl2456,120.94,118.01,129.21,54.59,40.83,36.67
Cgl2457,0,0.25,0,0.63,0.32,0.07
Cgl2458,489.2,320.53,406.29,573.73,635.2,261.16
Cgl2459,630.17,564.19,692.58,1578.69,1758.95,999.46
Cgl2460,1138.27,674.61,1290.26,2436.87,2788.77,1839.02
Cgl2461,1162.72,637.81,1090.03,2639.14,3829.2,1119.1
Cgl2462,206.56,124.59,200.35,407.25,520.44,226.99
Cgl2463,623.27,410.17,611.86,1966.74,2494.42,811.43
Cgl2465,0,0.24,0.25,0.45,0.84,1.48
Cgl2464,0,0,0,0.59,0,0
Cgl2467,0,0.29,0,1.27,0.59,0.49
Cgl2468,0.23,0.61,0.21,1.01,1.75,0.57
Cgl2470,29.91,10.25,26.23,18.13,19.74,6.73
Cgl2471,7.57,7.83,8.79,39.04,39.57,22.51
Cgl2472,36.36,16.28,22.28,100.92,112.85,63.1
Cgl2473,24.69,19.76,28.99,59.72,63.48,27.82
Cgl2474,3.27,2.87,1.63,11.18,11.1,8.18
Cgl2475,28.74,24.02,35.82,143.04,166.67,73.75
Cgl2476,2.2,2.21,1.7,11.17,7.53,4.36
Cgl2477,3.99,0,0,0.73,1.18,0
Cgl2479,0.16,1.09,0,0.25,0,0.38
Cgl2480,2.91,0.85,0,4.24,3.44,0.48
Cgl2481,9.52,2.23,4.01,42.15,42.9,24.04
Cgl2482,10.82,9.64,14.37,73.07,75.54,32.33
Cgl2484,1.18,1.49,3.78,12.09,16.88,5.96
Cgl2485,86.08,12.05,24.45,102.95,109.65,49.24
Cgl2486,7.16,1.38,3.31,6.58,7.27,9.6
Cgl2487,66.44,38.21,69.51,430.3,368.45,136.85
Cgl2488,89.29,31.07,81.31,187.6,194.34,66.52
Cgl2489,12.81,8.61,10.8,95.94,84.81,34.9
Cgl2490,40.67,28.97,54.14,57.68,65.76,28.78
Cgl2491,3.49,4.82,5.86,16.37,22.13,7.17
Cgl2492,3.36,3.88,3.31,10.68,8.12,9.67
Cgl2494,5.99,1.75,9.47,22.11,25.67,8.9
Cgl2495,64,56.03,65.53,293.21,379.34,158.54
Cgl2496,0.52,1.21,0.31,7.8,6.25,3.66
Cgl2497,0.71,0,0.32,9.47,5.17,3.68
Cgl2498,373.62,229.72,427.24,233.71,234.98,166.4
Cgl2499,259.02,139.1,274.64,254.51,286.59,101.73
Cgl2500,39.36,30.49,24.59,127.66,132.47,47.27
Cgl2501,22.91,18.4,23.43,84.64,87.24,49.21
Cgl2502,0,0,0,2.09,0.42,0
Cgl2503,0,0,0.27,2.42,1.83,0.44
Cgl2504,3.98,2.25,2.83,15.24,19.04,5.78
Cgl2505,49.15,33.68,35.79,146.28,148.8,84.75
Cgl2506,1.55,0,0.56,6.59,8.5,1.38
Cgl2507,0.65,0.57,0.88,2.83,3.73,1.44
Cgl2508,6.36,2.56,7.9,132.66,146.86,40.72
Cgl2509,25.34,16.35,28.28,54.76,61.05,36.47
Cgl2510,1.64,1.15,2.96,10.76,7.85,2.27
Cgl2511,28.39,14.07,24.9,48.81,52.36,19.16
Cgl2512,86.36,78.83,107.18,179.05,161.82,114.47
Cgl2513,76.8,54.27,98.91,83.84,99.78,53.47
Cgl2514,79.96,27.79,61.66,136.92,149.16,79.96
Cgl2515,5.38,2.95,2.43,37.85,36.06,19.64
Cgl2516,4.8,0.32,1.67,19.57,15.21,5.48
Cgl2517,35.39,21.71,39.37,277.99,303.43,105.77
Cgl2519,6.42,4.47,5.89,13.1,12.97,5.55
Cgl2520,24.38,24.18,37.45,403.17,428.68,247.24
Cgl2521,37.87,31.74,29.39,96.01,128.86,71.42
Cgl2522,68.85,47.01,72.91,205.06,234.47,158.36
Cgl2523,3456.79,3314.15,3765.04,3173.29,2315.62,1872.45
Cgl2525,149.16,85.67,155.58,641.71,664.1,221.24
Cgl2526,615.19,344.84,545.83,4271.72,2702.76,1505.61
Cgl2527,27.38,11.52,29.02,56.82,61.94,25.46
Cgl2528,1.23,0.54,1.94,0.84,2.32,0.15
Cgl2530,228.34,154.96,280.12,328.86,308.51,144.43
Cgl2531,62.88,38.36,54.73,138.25,122.83,67.03
Cgl2532,4.35,6.11,3.93,88.98,86.06,38.8
Cgl2533,67.89,31.95,37.39,300.55,186.48,68.08
Cgl2534,71.31,27.2,66.83,291.85,256.4,110.8
Cgl2535,99.39,74.79,69.66,116.84,142.44,51.92
Cgl2536,208.1,69.9,203.5,453.73,410.72,152.3
Cgl2537,129.61,69.15,129.11,152.49,147.77,92.8
Cgl2538,427.51,199.3,458.8,81.04,34.83,45.89
Cgl2539,985.28,549.97,927.88,124.78,52.33,50.14
Cgl2540,153.18,83.16,179.39,895.84,1266.46,330.02
Cgl2541,265.21,137.54,263.94,1990.94,2762.46,834.09
Cgl2542,0,0,0.63,0,1.24,0
Cgl2543,0,1.09,0,0.34,0.83,1.85
Cgl2544,43.55,14.83,30.31,156.03,137.78,53.42
Cgl2545,10.27,5.61,10.62,28.16,27.13,11.21
Cgl2546,31.88,15.52,25.61,30.74,37.67,30.64
Cgl2548,0.91,1.98,0,0.49,1.2,3.59
Cgl2549,0,0.76,0.52,0.4,1.16,0.14
Cgl2550,12.78,7.47,12.06,6.52,10.08,5.63
Cgl2551,558.68,525.98,705.34,563.63,291.77,509.21
Cgl2552,34.82,26.98,36.9,76.93,86.6,54.3
Cgl2553,20.49,19.43,18.07,70.19,81.64,48.85
Cgl2554,1.2,0.52,0.54,0.65,1.06,0.59
Cgl2555,0,0,0,1.48,0.67,0.9
Cgl2556,2.7,1.35,1.39,6.96,14.37,4.01
Cgl2558,55.42,27.85,47.71,175.66,182.04,79.45
Cgl2559,111.26,56.43,132.26,331.32,353.48,89.09
Cgl2560,28.41,10.56,26.96,412.09,394.61,147.39
Cgl2562,2117.26,1084.56,2249.65,7187.59,4049.19,1834.54
Cgl2563,26.94,10.4,17.84,60.68,75.01,23.66
Cgl2564,242.17,231.42,252.22,631.35,448.71,303.34
Cgl2565,5.98,4.44,9.35,65.05,73.16,30.44
Cgl2566,2.72,0.75,2.15,14.23,14.11,5.23
Cgl2567,21.53,6.78,21.44,128.55,125.66,34.17
Cgl2568,3.47,3.69,5.37,18.96,22.52,5.52
Cgl2569,12.01,2.13,9.39,18.3,12.87,3.01
Cgl2570,37.32,12,23.92,81.81,76.04,25.62
Cgl2571,31.31,18.71,28.28,301.32,416.25,108.29
Cgl2572,42.63,24.92,40.88,2464.59,2963.26,1245.65
Cgl2573,48.27,39.63,28.27,1578.14,2087.58,1159.93
Cgl2574,45.96,57.7,55.29,2071.91,2792.83,1183.29
Cgl2575,273.19,257.17,273.97,6883.67,10429.64,3284.23
Cgl2576,117.71,42.27,84.75,322.77,282.2,97.9
Cgl2577,12.83,9.14,14.48,51.29,70.63,18.14
Cgl2578,34.22,12.29,32.22,30.45,35.43,21.1
Cgl2579,116.3,54.62,102.37,581.26,476.24,372.39
Cgl2580,12.07,1.89,8.76,40.41,54.75,12.38
Cgl2581,117.45,77.37,131.49,692,878.06,321.08
Cgl2582,950.48,620.24,1109.66,13742.58,11850.8,7940.78
Cgl2583,92.67,54.07,82.15,437.43,468.28,147.53
Cgl2584,123.17,85.16,130.81,572.33,604.08,225.68
Cgl2585,0,0.47,0,5.6,1.43,1.33
Cgl2586,24.96,10.86,22.72,36.35,48.69,17.8
Cgl2587,74.81,50.67,58.67,98.68,108.13,97.45
Cgl2588,462.25,412.43,444.16,1662.76,1539.9,962.77
Cgl2589,93.05,49.97,71.44,601.31,617.46,377.26
Cgl2590,22.35,6.54,10.47,91.88,84.43,29.12
Cgl2591,3.82,4.84,10.35,56.6,39.69,10.72
Cgl2592,2.67,1.1,2.88,20.72,32.69,8.73
Cgl2594,2.66,1.04,1.33,21.95,45.41,8.77
Cgl2595,11.09,6.39,11.39,14.2,14.95,8.2
Cgl2596,61.27,50.28,58.45,109.19,91.2,64.97
Cgl2597,58.55,43.76,57.61,125.17,146.36,55.97
Cgl2598,156.01,126.03,171.05,693.99,706.29,307.76
Cgl2599,80.92,38.46,63.14,138.23,99.01,55.26
Cgl2600,20.27,23.14,32.84,76.25,88.02,42.63
Cgl2601,41.13,21.73,37.6,285.28,292,101.62
Cgl2602,1.62,2.36,3.89,6.78,4.9,2
Cgl2603,0.28,0.25,0,0.46,0.69,0.07
Cgl2604,0.32,0,0,0.53,0.5,0
Cgl2605,0.6,0,0,3.46,2.14,1.64
Cgl2606,50.99,33.45,52.99,129.52,92.28,80.61
Cgl2607,25.89,8.33,23.38,130.06,85.58,52.72
Cgl2608,94.83,52.93,85.16,107.52,77.88,46.44
Cgl2609,748.58,458.34,776.44,619.75,504.44,419.46
Cgl2610,939.83,572.84,1014.26,1590.15,1208.69,1030.45
Cgl2611,8.64,3.61,3.96,16.27,13.07,10.12
Cgl2612,9.15,5.69,9.99,46.5,36.53,32.68
Cgl2613,15.39,6.62,11.96,82.48,109.89,43.62
Cgl2614,59.63,35.56,57.37,176.75,237.06,81.27
Cgl2615,0.63,1.3,1.91,4.16,6.1,4.82
Cgl2616,2.3,0.25,2.34,2.52,3.57,3.99
Cgl2617,116.54,67.15,119,524.13,575.19,209.94
Cgl2618,14.73,10.07,18.71,66.32,43.05,22.62
Cgl2619,968.7,690.43,1104.82,2737.01,2740.58,1852.48
Cgl2620,0,1.24,0.85,2.06,0.84,0
Cgl2621,4.05,0,2.29,14.68,11.46,5.77
Cgl2622,18.15,20.66,22.77,57.79,78.26,51.06
Cgl2623,15.43,9.74,20.07,145.43,121.77,42.8
Cgl2624,8.8,11.64,12.11,24.74,30.53,16.61
Cgl2625,3.33,2.92,3.01,15.03,16.99,8.66
Cgl2626,23.51,11.35,22.43,99.07,96.98,27.74
Cgl2627,22,10.56,27.01,121.94,138.91,53.1
Cgl2628,1.71,0.37,1.35,6.3,7.57,1.8
